RAVE_OBS_ID,Teff,logg,MH,FeH,alphaM,SiFe,AlFe,MgFe,NiFe
20080925_0329m06_021,4695.6416,2.7554443,0.12994845,0.12406845,-0.0010480024,-0.009789005,-0.0037515014,0.030334696,0.018352106
20080925_0329m06_025,4939.5557,2.429,-0.32182154,-0.33180153,0.048515,0.071693,0.14018849,0.07944968,0.008852065
20080925_0329m06_026,5514.045,4.381556,-0.01203,-0.018925,0.0050109997,0.0235548,0.074799255,0.0120895,0.05398855
20080925_0329m06_034,5622.153,3.6926668,-0.20708154,-0.21038155,0.008961998,0.00041501224,-0.05186151,-0.004532054,0.030592114
20080925_0329m06_042,5829.501,4.4179688,-0.321939,-0.31733897,0.035612002,0.05523798,0.036779225,0.057842493,-0.014020443
20080925_0329m06_058,4968.8203,3.0995567,-0.11524155,-0.12177155,-0.008372001,0.0072750077,-0.043097503,0.003319405,-0.03283789
20080925_0329m06_077,6070.0405,4.3989644,-0.111699,-0.119509,-0.039781,-0.061882995,0.14054525,-0.0332515,0.021049552
20080925_0329m06_110,4626.7905,2.6313107,0.37794846,0.36016846,0.005534999,0.01945901,-0.020581514,0.023753703,0.0019020736
20080925_0329m06_128,5026.775,4.163401,-0.19049901,-0.184029,0.004005,-0.038401008,0.043319255,-0.012222514,-0.10073046
20080925_0329m06_146,4919.3584,2.4241295,-0.36215153,-0.36741155,0.056971997,0.06452903,0.07682848,0.078790724,0.018332094
20080926_0243m16_038,6362.819,4.170588,-0.013116,-0.012499,0.059656,0.010590999,0.01202925,0.2407945,-0.04269145
20080928_0417m60_002,6444.324,3.9603753,0.071435,0.063185,0.072302,0.10445899,-0.059265748,0.17452148,-0.035723448
20080928_0417m60_118,4821.0166,2.6308296,-0.41678154,-0.42502156,0.014518999,0.041447014,0.08606851,0.014668703,0.013052106
20080928_0417m60_120,4307.174,1.7852685,-0.32195154,-0.32808155,0.182279,0.23826203,0.1379545,0.2736217,0.063342094
20080928_0417m60_122,6003.865,4.4164047,0.017873,0.021335002,-0.01178789,0.011623997,-0.05035975,-0.031720504,0.004944548
20080928_0417m60_125,6103.4224,4.2554417,-0.154429,-0.161489,0.020321,0.06412699,0.049613245,0.0016054958,-0.008960456
20080928_0417m60_127,5087.326,4.5003734,-0.089273006,-0.091177,0.0062189996,-0.050562993,0.06030095,-0.0592445,-0.03648144
20080928_0417m60_137,5717.7837,4.49251,-0.094695,-0.094949,0.029382,0.028781302,0.13122126,0.0931225,0.027408548
20080928_0417m60_146,4839.3926,2.68445,0.0031802498,-0.012914551,0.022661,0.043829802,0.06271151,0.0448725,0.015874099
20080930_0137m74_016,6731.752,3.893607,-0.28582898,-0.33537897,0.311755,0.398361,-0.008820772,0.56718147,-0.14819047
20080930_0137m74_030,6110.821,4.292546,0.166671,0.155921,-0.022163,0.02619499,0.06778926,-0.034766503,0.04477954
20080930_0137m74_053,6392.8955,4.1392436,0.013205999,0.031331,0.058624,0.118736,0.05567925,0.13711649,0.03692955
20080930_0137m74_057,6497.2534,4.3495893,0.10698099,0.116071,0.010032,-0.013680011,-0.031090751,0.037629798,-0.03618045
20081001_2222m11_011,6020.46,4.3650255,0.225161,0.217301,-0.0132551,0.030838802,0.041869238,-0.033242494,0.051729575
20081001_2222m11_017,6057.8853,4.4846206,0.073387,0.079663,-0.045515,-0.031732008,-0.070725754,-0.09229451,-0.009412453
20081001_2222m11_019,4344.883,1.7900319,-0.37597156,-0.38522154,0.202429,0.23393199,0.18052149,0.2893017,0.07183209
20081001_2222m11_025,6853.904,3.9947414,-0.206199,-0.243359,0.092575,0.098318994,-0.12141076,0.3157215,0.10968255
20081001_2222m11_028,5669.571,4.421568,0.032369,0.032050997,-0.020082299,0.0008580014,0.037549257,-0.013527498,0.01693055
20081001_2222m11_030,5056.9736,3.5459847,-0.05385355,-0.09130055,-0.03402035,-0.103921,-0.1523805,-0.0358243,0.051433098
20081001_2222m11_033,4911.5747,2.3515787,-0.5729315,-0.59278154,0.250879,0.26621202,0.3386685,0.33956173,0.06028211
20081001_2222m11_035,5825.1533,4.158617,-0.089966,-0.093186,0.008429,0.046857,0.15496624,0.0402722,0.023590542
20081001_2222m11_038,5800.4746,4.3276834,0.079992995,0.073862,-0.0070789997,0.0067069978,0.020008251,-0.011825506,0.024608545
20081001_2222m11_060,4160.464,1.0818098,-1.2597616,-1.2515615,0.224429,0.258932,-0.1270715,0.29643166,-0.008567929
20081001_2222m11_065,4995.8794,4.4217668,0.25308102,0.228731,-0.057905003,0.035165012,0.062479258,0.010356516,0.014739573
20081001_2222m11_101,4906.8716,2.4337106,-0.29129153,-0.30756155,0.047807,0.07232401,0.11788849,0.0985637,0.041392088
20081001_2222m11_114,4526.842,2.2128723,-0.43115154,-0.43191156,0.210619,0.22442204,0.24902451,0.27948174,0.09498209
20081001_2222m11_119,6064.848,4.2405086,-0.056406,-0.06467299,4.4000335E-05,0.051478993,0.04251024,-0.0024735034,-0.041193455
20081006_0022m16_059,4899.9263,2.400028,-0.32112154,-0.32894155,0.070319,0.07289201,0.1215245,0.07069871,0.01791209
20081006_0509m77_051,6655.6216,4.4181027,-0.119809,-0.125659,0.050586,0.086079,-0.039130747,0.0727635,-0.058470458
20081006_0509m77_059,6684.5654,4.1742153,0.172871,0.163551,0.045156002,0.100566,0.055339232,0.040148884,0.034409538
20081006_0509m77_060,4686.498,2.3756206,0.04610645,0.046206452,0.013142999,0.009645,0.016300492,0.026728697,-0.0027199015
20081006_0509m77_064,4847.7476,2.5301273,-0.01030955,-0.02363355,-0.013432,0.009614003,0.028970487,-0.0195923,-0.011236902
20081006_0509m77_065,4227.0576,1.9029219,0.17199846,0.14690845,0.052677996,0.045921013,0.064048514,0.1150827,0.020522103
20081006_0509m77_066,4747.2124,2.5476847,-0.14389154,-0.15143155,0.0056449994,0.021710008,0.03653449,0.015652701,-0.019597903
20081006_0509m77_071,4948.744,2.6156828,-0.02813655,-0.042602547,-0.004199,0.031715,-0.010317504,0.0333417,0.007963099
20081006_0509m77_116,4801.828,2.4872487,0.00106549,-0.00811935,0.00022900105,0.021556843,0.018506292,-0.0016303593,-0.0055482006
20081006_0509m77_117,6224.0444,4.1216683,0.028261,0.023339,0.012754001,0.022180099,0.04534125,0.0267265,-0.016071448
20081006_0509m77_118,4657.372,2.617458,0.05129845,0.03762945,-0.005257001,-0.0151476,0.018377502,0.010407697,0.021439098
20081007_0219m08_076,4741.4907,2.5306487,-0.24163155,-0.24563155,0.025142,0.060011,0.042461485,0.03344269,0.009322107
20081007_0219m08_078,6622.8525,4.3493185,-0.010775,0.00291033,0.054126002,0.056321666,-0.07564208,0.08188817,-0.085265785
20081008_0411m03_002,4122.8633,1.399194,-0.59306157,-0.59525156,0.23657899,0.22537202,0.2155185,0.2992217,0.080562115
20081008_0411m03_018,6067.135,4.3890324,0.043107003,0.049904,-0.030819999,-0.033259995,-0.06873975,-0.0637065,0.0066195503
20081008_0411m03_019,4273.7373,1.8541013,0.04381845,0.031844452,0.009952001,0.019795,-0.008957505,0.023460701,0.0130281
20081008_2219m03_060,4684.719,2.387977,0.11458845,0.10394845,0.010508001,0.022741012,-0.017901503,0.018743701,0.006152101
20081008_2219m03_066,4748.459,2.4431298,0.07093045,0.057548452,-0.013831001,0.006386999,0.0092985,-0.010930304,0.016574096
20081008_2219m03_071,4846.456,2.4477634,-0.25716156,-0.27707154,0.046217002,0.06887698,0.08593948,0.065436676,0.031432092
20081008_2219m03_120,5815.7803,4.45229,0.087933995,0.083675,-0.0166883,0.024069995,-0.0069247484,-0.0530615,-0.0031744465
20081008_2219m03_125,5279.0244,2.4461653,-0.74890155,-0.73603153,0.092389,0.073421955,-0.31610155,0.06952071,-0.10161793
20081017_0020m74_094,6444.176,4.157525,-0.195959,-0.194639,0.064843,0.05220799,0.00047925115,0.1446315,-0.039220467
20081018_0446m66_106,4294.1714,1.8551735,-0.11137155,-0.12340155,0.038650997,0.029303998,0.008939497,0.0630747,-0.0009479001
20081019_0137m74_100,5172.307,3.70091,-0.24370155,-0.24701154,0.034411,0.012998998,0.076956496,0.0737077,0.048892096
20081022_0020m74_006,4220.003,1.6256709,-0.36708155,-0.38062155,0.11105899,0.12402201,0.1580495,0.1491617,0.039092094
20081022_0020m74_129,6438.274,4.0250373,-0.254329,-0.284769,0.096655004,0.102062,0.04202926,0.2269315,0.018279552
20081023_0446m66_004,6449.7153,4.167933,-0.160129,-0.172059,0.075834,0.12435601,0.03518325,0.1565515,-0.059790447
20081023_0446m66_114,6103.7124,4.1778593,-0.152949,-0.164919,0.020639999,0.086158,0.10751225,0.0769555,0.03464356
20081023_0446m66_143,5643.537,4.496384,-0.020292,-0.017380001,-0.028458,-0.012966001,-0.06730676,-0.005275499,-0.07092345
20081024_0137m74_058,6270.919,3.9848933,0.141341,0.128261,0.0021909997,0.026921004,0.08777924,0.0074214935,-0.02862046
20081024_0537m67_047,6234.763,3.8368866,-0.077738,-0.08799,0.107975,0.14173299,-0.029559754,0.2921235,-0.015194453
20081024_0537m67_049,4616.3716,2.6454272,-0.26329154,-0.27268153,0.184799,0.179492,0.25124848,0.2589717,0.09137209
20081024_0537m67_149,4538.4272,2.4297006,0.42066845,0.38907844,-0.02281,-0.00027108192,-0.035291463,0.039129704,0.0671421
20081025_0105m70_016,6354.337,4.14519,-0.052481,-0.052949,0.021652,0.0313608,0.0068191513,0.0239335,-0.018876445
20081028_2158m12_065,3944.6672,1.1655506,-0.14402154,-0.16028155,0.089669,0.04911001,0.1498885,0.1695217,0.014842108
20081028_2158m12_078,5118.855,4.5593443,0.17808099,0.165231,-0.052966997,-0.010773018,-0.015140757,-0.047618516,0.015769541
20081028_2158m12_098,6273.813,4.1402063,0.083978,0.074988,0.0006240001,0.027044497,0.02364225,-0.031021506,0.042552546
20081028_2158m12_122,4468.4395,2.3906512,0.47184846,0.44932845,-0.007312,0.015913993,-0.005101502,0.049592704,0.05600211
20081028_2158m12_136,5349.1147,3.7495692,-0.34149155,-0.34495154,0.025608,-0.010994017,0.014688492,0.05024469,0.037262082
20081028_2158m12_146,4941.771,3.1958435,0.05021645,0.038349453,-0.0078020003,0.020845998,0.0568075,0.0036135279,0.024050094
20081105_0052m65_011,4637.5747,2.5869246,-0.10176155,-0.10656155,0.081589,0.084312,0.0840785,0.12418169,0.014981098
20081105_0232m12_107,5754.41,4.2607303,0.113371,0.10181399,-0.021976,0.0061840042,0.08566625,-0.003969498,0.06438654
20081105_0232m12_116,4992.828,3.4537044,-0.03791855,-0.044712547,0.012095999,0.020838,0.08082949,0.0320597,0.0523531
20081203_0203m04_061,4763.334,1.9746666,-0.7629315,-0.76019156,0.148899,0.13338202,-0.18061149,0.12583172,-0.038657904
20081203_0203m04_066,4252.442,1.8197753,-0.37267154,-0.39359155,0.211489,0.22155201,0.2114435,0.29084173,0.0958921
20081203_0203m04_071,4731.443,2.3512928,-0.24643154,-0.26166156,0.191309,0.19032203,0.21084951,0.2516017,0.08512211
20081203_0203m04_078,5950.269,4.3637295,-0.293609,-0.288929,0.041649,0.04149899,0.061999246,0.0780765,-0.00513044
20081208_0105m70_042,6169.258,3.9691133,-0.106499,-0.130909,0.041009,0.040345795,-0.22287074,0.0898885,-0.32004043
20081208_0105m70_057,6289.5806,4.5187078,-0.220769,-0.218569,0.017163001,0.020766988,-0.04863076,0.022262499,0.0006595552
20081208_0105m70_122,6382.911,4.18128,-0.123349,-0.142919,0.016052,0.08551301,0.09043725,0.060450524,0.050281554
20081209_0633m70_021,3835.1733,0.85902095,-0.34768155,-0.35443154,0.225529,0.135402,0.12986448,0.2626317,0.039042085
20081209_0633m70_139,4759.3345,2.5877109,-0.12351155,-0.12772155,0.0052429996,0.038448006,0.054298498,-0.013133794,-0.0090179
20081209_0633m70_149,6271.453,3.7822728,-0.06606555,-0.056690548,0.006954998,-0.021244,0.013687495,0.050582696,0.06287509
20081209_0754m62_004,4372.542,2.1517544,0.19340844,0.17413846,0.0013739988,0.012185991,0.007098496,0.040958688,0.038632095
20081209_0754m62_149,4808.71,3.1767023,0.16677845,0.15676846,0.002237998,0.015701994,0.009558484,0.014654696,0.0539421
20081214_0137m74_097,5172.307,3.70091,-0.24370155,-0.24701154,0.034411,0.012998998,0.076956496,0.0737077,0.048892096
20081214_0137m74_106,4652.458,2.351978,-0.07360655,-0.08361155,0.058459,0.066700995,0.07031849,0.093436696,0.007748097
20081214_0318m02_062,6339.3003,4.4377656,0.080079,0.079418994,-0.026101,-0.009107001,-0.07518774,-0.0417225,-0.026474446
20081214_0318m02_066,6633.78,4.2099996,0.0044715,0.0040512,0.049552,0.0713433,-0.070074946,0.1011918,-0.00668465
20081214_0318m02_071,4978.1074,3.0367165,-0.26632154,-0.27859154,0.022687998,0.011256993,0.059147492,0.045443714,0.035702094
20081214_0318m02_072,6338.6543,4.163094,-0.40518898,-0.41176897,0.105545,0.11636001,0.09229922,0.1537115,0.028399557
20081214_0318m02_077,5869.915,4.269416,0.31237102,0.30162102,-0.01079201,0.021710992,0.06945923,-0.022126496,0.03423956
20081214_0425m71_060,4905.643,3.0173612,0.09928545,0.09139345,-0.0262629,-0.011064999,0.030713491,-0.034188293,0.0041870996
20081214_0425m71_101,4285.199,1.6809343,-0.20559154,-0.21009155,0.119709,0.12249201,0.091489494,0.1939017,0.011342093
20081215_0329m69_116,5047.6914,3.8835678,0.23770845,0.22435845,-0.0036770012,0.02553299,0.0025584847,-0.029968306,0.060682073
20081215_0329m69_118,4185.3013,1.5854075,-0.38108155,-0.38768154,0.178349,0.159132,0.2006515,0.23577169,0.06475207
20081215_0329m69_120,5706.055,4.6282086,0.028725,0.031719,-0.034078002,-0.039230004,-0.071943656,-0.0414325,-0.02914445
20081215_0458m61_029,6156.078,4.2726274,-0.131089,-0.134379,0.017023,0.042386994,0.042171247,0.042465493,0.036397547
20081215_0458m61_030,4747.81,2.9706533,-0.02554355,-0.09236955,-0.016961,0.0222051,-0.09358352,0.030432701,0.030360095
20081215_0458m61_031,4647.623,2.522491,-0.03287055,-0.037219547,0.01018,0.015733998,0.032916494,0.018270697,0.011666598
20081215_0458m61_044,4404.9004,1.960896,-0.42316154,-0.43364155,0.116889,0.15662202,0.17329851,0.18925172,0.0373421
20081215_0458m61_082,4197.923,1.5493672,-0.27632156,-0.28784156,0.075499,0.076592,0.0885905,0.1576917,0.009992093
20081215_0458m61_084,5025.779,2.8197997,0.09898445,0.08867445,-0.008416001,0.020213,0.045792498,0.004979402,-0.012963898
20081215_0458m61_086,4736.907,2.9058433,0.14885846,0.13477845,-0.0010530017,0.021945998,0.022668496,0.029504701,0.049932092
20081215_0458m61_089,5889.582,4.4082775,-0.158019,-0.156569,-0.0175524,-0.004612997,0.027695253,-0.009535506,0.020143554
20081215_0458m61_094,4896.785,2.4285812,-0.29107153,-0.30273154,0.073009,0.090862006,0.14066249,0.11871171,0.05129209
20081215_0458m61_120,6467.5034,4.0815983,0.081296,0.063148,0.019691,0.0421383,0.060212247,0.07084649,8.255243E-05
20081216_0359m65_098,4772.615,2.4302607,-0.21293154,-0.23574154,0.051822,0.06864999,0.08149509,0.07917969,0.023572102
20081216_0359m65_102,6595.1978,4.550519,-0.219879,-0.231679,0.063249,0.06797901,0.011909261,0.1467595,0.087379545
20081216_0359m65_119,5086.4893,4.627753,0.070898,0.075484,-0.0054333997,-0.06864,0.013866253,-0.0058015063,-0.011983454
20081216_0359m65_128,4948.454,3.0615194,-0.01100155,-0.02914055,-0.0097240005,0.019995,0.0026274938,-0.015449297,0.0415981
20081216_0359m65_133,4501.532,2.0610242,-0.18999155,-0.19097155,0.022443,0.04122001,0.0723405,0.035797715,-0.01495789
20081216_0359m65_135,3771.8865,0.7543116,-0.5678716,-0.57686156,0.23973899,0.13860199,0.05898851,0.2855617,0.060242116
20081216_0359m65_136,5641.7524,4.253177,0.16205099,0.14683099,0.00059800036,0.053628996,0.10971926,0.0064605027,0.047799557
20081216_0359m65_148,4794.365,2.4146786,-0.17378154,-0.18633156,0.12166899,0.130292,0.1825585,0.1871317,0.027792111
20081216_0359m65_149,6210.2324,4.5138435,-0.175899,-0.180249,0.015316,0.029807433,0.053818256,0.02662751,-0.032240435
20081216_0529m72_015,4653.6934,2.491409,-0.019791551,-0.02514155,0.020734001,0.018421998,-0.011921504,0.030108698,0.028540099
20081216_0529m72_016,3905.1287,1.0912361,-0.30686155,-0.31608155,0.234589,0.204182,0.2285845,0.2973017,0.056342095
20081216_0529m72_017,4838.836,2.5372078,-0.01068055,-0.02054855,-0.0012999997,0.021509,0.0194855,0.0011771508,-0.005603902
20081216_0529m72_018,6253.3325,4.3105297,-0.082048,-0.086921,0.017987,0.049704,0.0035822466,0.022209503,0.056021146
20081216_0529m72_021,4832.762,2.959788,-0.14980155,-0.15383154,0.038239002,0.06910199,0.074390486,0.05612369,0.028122097
20081216_0529m72_025,4218.112,1.9421444,0.21517844,0.19511846,0.032724,0.048521996,0.016498476,0.07766667,0.014542103
20081216_0529m72_028,5896.8857,4.0148506,0.219061,0.207141,-0.02222,0.031155005,0.07666926,-0.027303502,0.030199558
20081216_0529m72_049,4554.2676,2.3745785,0.17409845,0.15424845,0.039215,0.06087601,0.04503849,0.0889367,0.034872115
20081216_0529m72_057,4790.3325,2.4393976,0.042540453,0.019779451,-0.015145,0.047543004,0.037637495,-0.015473299,0.0106011
20081216_0529m72_114,4249.3003,1.6130466,-0.28983155,-0.30718154,0.047253996,0.039682984,0.06419648,0.08779968,0.015112072
20081216_0529m72_116,6278.5537,4.1242905,-0.165459,-0.165949,0.038160004,0.074999,0.0072292387,0.03433819,-0.042910457
20081216_0529m72_120,4726.9204,2.4251196,-0.60173154,-0.61741155,0.226469,0.258332,0.2612685,0.30192173,0.06614208
20081216_0529m72_122,3850.8125,1.0113306,-0.09361955,-0.10992154,0.216839,0.153714,0.18620849,0.2506037,0.010892093
20081216_0529m72_125,4183.936,2.151089,0.48127845,0.45402846,-0.004493,-0.0045084953,0.011338472,0.06854871,0.057042092
20081216_0638m75_021,4122.3037,1.2911485,-0.44430155,-0.45965156,0.069279,0.059704006,0.028478503,0.1300917,0.011432111
20081216_0638m75_025,4290.047,1.9088702,-0.13419154,-0.13881154,0.082049,0.054661,0.035831496,0.1146117,0.017662093
20081216_0638m75_028,3993.474,1.3809696,0.00084925,-0.02199555,0.049514003,0.023661802,0.076762505,0.1130765,0.0036255978
20081216_0638m75_031,4795.421,2.3734179,-0.17367154,-0.18221155,0.039494,0.066185005,0.13792849,0.0691377,0.0036220998
20081216_0638m75_037,4448.446,2.2637727,0.19331846,0.17768845,0.021412,0.049904004,0.025128484,0.04625471,0.05069211
20081216_0638m75_039,3965.6646,1.258167,-0.10653155,-0.12269155,0.186449,0.15769202,0.2178885,0.21466169,0.024075098
20081216_0638m75_040,4360.6284,2.058287,0.08846645,0.07890045,0.027594,0.018012002,0.0070364997,0.08123071,0.010900103
20081216_0638m75_044,3680.9758,0.5628693,-0.55359155,-0.5695015,0.24164899,0.17891198,0.028898478,0.28273168,0.06268209
20081216_0638m75_049,4386.296,2.0858173,-0.0066704503,-0.02262655,0.022243999,0.0423061,0.018723503,0.0350378,0.0224081
20081216_0638m75_050,5518.2847,4.192625,-0.011967001,-0.034066,-0.056433998,-0.12026001,0.036719248,-0.062059507,-0.02135345
20081216_0638m75_051,4054.0762,1.5725168,0.11542845,0.097144455,0.017811999,0.005423002,0.027322501,0.0421737,0.043776095
20081216_0638m75_061,5087.1963,4.442476,-0.009723,-0.010401,0.013127001,0.0036090007,0.08224125,0.078144506,-0.0035534492
20081216_0638m75_062,6375.2896,4.492147,-0.120819,-0.118219,0.0072709993,0.005892001,-0.07008074,0.0397906,-0.038990438
20081216_0638m75_066,4775.1733,2.7028747,-0.03292855,-0.039396547,-0.0002610013,-0.006898001,0.002423495,0.031074697,-0.006834902
20081216_0638m75_067,4932.8364,2.5033538,-0.20187154,-0.20662154,0.006281998,0.036023006,0.091369495,0.017057702,-0.016297907
20081216_0638m75_071,5417.012,4.5955663,0.159111,0.162591,-0.029294,-0.076528,-0.030660748,-0.027825505,-0.025090456
20081216_0638m75_078,6536.111,3.8302505,-0.070027,0.0011030957,0.048666,0.021027908,-0.0066878498,0.0424544,0.0032204539
20081216_0638m75_081,4551.193,2.008371,-0.35749155,-0.36670154,0.060760997,0.055254996,0.1047785,0.10706168,0.017112076
20081216_0638m75_090,5150.2886,4.5517483,0.065145,0.067398995,-0.008275799,0.007276006,0.09330125,0.045414,0.034591556
20081216_0638m75_123,4597.9995,2.489551,0.34429845,0.31294847,0.003173001,0.030636996,0.036228478,0.04095769,0.08907208
20081216_0638m75_125,4708.705,2.7603297,-0.22525156,-0.23483154,0.194759,0.195642,0.1800775,0.2769917,0.0594521
20081217_0243m72_026,4654.1816,2.409559,0.18588845,0.16647846,-0.014034001,0.028974995,0.027988493,0.00016869605,0.0408421
20081217_0243m72_033,4778.332,2.6969528,-0.70023155,-0.7127615,0.236169,0.22282198,0.24882847,0.33743167,0.07351208
20081217_0243m72_035,4652.112,2.8863924,0.29013845,0.27888846,0.010063,0.004721999,0.02868849,0.060614705,0.024322063
20081217_0243m72_036,6268.786,4.3820744,0.015481,0.0108444,-0.016443599,-0.015182401,0.00421685,-0.0053759003,-0.01248885
20081217_0359m65_056,3805.3037,0.8529333,-0.51915157,-0.52830154,0.246549,0.15233198,0.16779849,0.32355168,0.052802086
20081217_0359m65_066,4893.9844,2.4706666,-0.30412155,-0.31520155,0.060698003,0.082572,0.1102325,0.09651169,0.028682083
20081217_0359m65_094,4131.556,1.4912825,-0.48295155,-0.49496156,0.210649,0.19377202,0.17744851,0.28421172,0.0668121
20081217_0359m65_102,6039.0234,4.5083055,0.061786003,0.062051002,-0.053705,-0.03157,-0.03504175,-0.0578945,0.02259956
20081217_0359m65_116,4194.571,1.7992551,0.15297845,0.13114846,0.030360997,0.03835599,0.007918477,0.043240696,0.055122092
20081217_0359m65_120,5521.9595,4.3300967,0.112981,0.104761,0.029304,0.06594,0.15979922,0.0758455,0.026809566
20081217_0359m65_128,4797.3535,2.5391598,0.16362846,0.15463845,-0.010347001,0.006008014,-0.048911497,-0.011608288,0.013312101
20081217_0359m65_133,5282.2817,4.4086757,0.097624,0.076269,-0.015032699,0.015546992,0.12610124,-0.00026150048,0.058011547
20081217_0359m65_135,4501.532,2.0610242,-0.18999155,-0.19097155,0.022443,0.04122001,0.0723405,0.035797715,-0.01495789
20081217_0359m65_136,4644.8433,2.5349736,0.11485845,0.10223845,0.030840002,0.024001993,0.013298504,0.056557693,0.010952108
20081217_0359m65_138,6330.367,4.0706687,0.0099062,0.019297,0.041546002,0.08471121,0.014404248,0.0562577,0.011015546
20081217_0359m65_142,4717.771,2.3793209,-0.03206755,-0.04199755,0.039737,0.056606002,0.078704506,0.0546937,0.012251098
20081217_0359m65_146,4779.518,2.4255154,-0.10354155,-0.10646155,0.023709,0.022771,0.055806495,0.0657607,-0.012767904
20081217_0359m65_149,6258.6978,4.411911,0.0095512,0.0078806,-0.0165864,0.0013405988,0.04968465,-0.0364789,0.012277951
20081217_0529m72_017,5685.7036,4.1639156,-0.088632,-0.093288004,0.008928999,0.016932003,0.07082325,0.0500044,-0.008507445
20081217_0529m72_018,4556.929,2.316092,0.02763845,0.01415845,-0.0048860013,0.034959,-0.01041151,-0.0152833,0.011054101
20081217_0529m72_024,4463.826,2.4257903,0.15870845,0.14902845,0.059699997,0.03778,0.0651885,0.1452317,0.0042721033
20081217_0529m72_030,4579.274,2.4042366,0.36879846,0.34887844,0.020115998,0.02818501,-0.007911503,0.037979722,0.061872095
20081217_0529m72_036,5045.7524,3.2359924,-0.10152155,-0.11534155,-0.0039770007,0.003219001,0.0363615,0.0074993,-0.0047978982
20081217_0529m72_055,4505.9976,2.225131,-0.03011355,-0.033935547,0.018847998,0.029100997,0.063572496,0.024908697,-0.010903902
20081217_0529m72_057,4676.774,2.664213,-0.01589655,-0.03224755,-0.0019889995,0.006609002,0.055054493,0.034707703,0.021471798
20081217_0529m72_098,6691.49,4.551423,-0.189689,-0.186259,-0.024277,-0.01850599,-0.017080754,0.012558505,0.04722455
20081217_0529m72_107,6489.2725,4.176868,-0.20876901,-0.190639,0.13348499,0.36152098,0.24611026,0.28835148,0.14531764
20081217_0529m72_114,4283.1377,1.972361,0.22158845,0.20052846,0.037997,0.028399989,0.01831849,0.05870469,0.04352209
20081217_0529m72_120,4128.715,1.3738502,-0.40479153,-0.40441155,0.088479,0.089092016,0.08613849,0.14026171,-0.00581792
20081217_0529m72_122,4683.5674,2.5169117,-0.08176855,-0.09252155,0.005429998,0.019462004,0.07762849,0.027027696,0.010766104
20081217_0633m70_004,4756.2563,2.665647,-0.18383154,-0.18364155,-0.007720001,0.0021950155,0.0699915,-0.021860287,0.014022112
20081217_0633m70_009,3881.1384,0.8070971,-0.8568115,-0.8364416,0.25774902,0.20576209,-0.07078153,0.33147174,0.06335211
20081217_0633m70_142,5850.3516,4.3024735,0.035991002,0.026737,-0.0169482,0.007569,0.09255324,-0.008089501,0.02386655
20081217_0633m70_148,6252.3296,3.969868,0.024118,0.016183998,0.00043800008,0.0406972,0.09157625,0.017720502,-0.010364449
20081217_0739m71_002,4913.692,2.552632,-0.08279255,-0.09288955,0.016176999,0.057050996,0.045546494,0.0021202192,-0.017134905
20081217_0739m71_021,3906.5825,0.975104,-0.68474156,-0.68065155,0.271559,0.21964198,0.15591848,0.3100617,0.072932065
20081217_0739m71_022,4847.6396,2.4557543,-0.098764546,-0.11195154,0.01004,0.028303996,0.055481493,0.013264596,0.0074030906
20081217_0739m71_024,4145.084,1.3483529,-0.85086155,-0.84713155,0.246029,0.271362,0.21065849,0.33862168,0.055002093
20081217_0739m71_025,4910.7793,2.4112365,-0.49229154,-0.5146816,0.21430899,0.23285204,0.27040452,0.29916176,0.0865221
20081217_0739m71_026,4323.111,1.7698054,-0.29943156,-0.31318155,0.046544,0.073709995,0.051908493,0.06422168,0.0081321
20081217_0739m71_071,4788.771,2.4386835,0.02530645,0.01354245,0.0012190007,0.0015770001,0.020924501,0.0019995999,-0.0006749006
20081217_0739m71_074,4209.616,1.5618215,-0.26914155,-0.27798155,0.055572003,0.057323992,0.0766415,0.0778237,0.0370021
20081217_0739m71_101,5010.149,2.9891698,0.02832345,0.01861745,-0.023952201,-0.014854999,-0.026580496,0.00073578954,-0.0165879
20081217_0739m71_114,4980.2915,2.3860776,-0.53451157,-0.54460156,0.138949,0.12833199,0.15642852,0.23474169,0.018822074
20081217_0739m71_116,4237.745,1.6135414,-0.27215156,-0.28012154,0.053636,0.07567197,0.046691477,0.061594665,0.025672078
20081217_0739m71_120,4637.7515,2.7739065,0.04090745,0.038090453,0.064972,0.057964996,0.084936485,0.1310487,0.020727102
20081218_0201m68_011,6213.8667,4.224932,-0.062429,-0.067045,0.015508,0.038683303,0.084398255,0.060568504,0.0007995516
20081218_0458m61_030,5681.591,3.9565384,-0.062721,-0.070257,-0.004032,0.0277622,0.11443825,0.017354503,0.01900255
20081218_0458m61_034,3750.0227,0.52507496,-0.8120015,-0.8017715,0.264579,0.15324199,-0.11573148,0.3155317,0.063452065
20081218_0458m61_036,5276.0283,4.324897,0.229421,0.207361,-0.0135187,0.075775996,0.08224927,0.010337502,0.034069568
20081218_0458m61_078,5526.1313,4.488049,-0.011486,-0.014059,0.026906999,0.017421,0.10031924,0.057261497,-0.0041664504
20081218_0458m61_094,6227.137,4.494177,-0.236389,-0.235949,0.053062,0.044437006,0.016219243,0.10433151,-0.019180462
20081218_0458m61_128,6592.823,4.3328156,-0.056819,-0.059952002,0.033170998,0.026209801,-0.014018748,0.10213751,-0.021614451
20081218_0638m75_005,6232.8477,4.316326,-0.179739,-0.18405901,0.048044004,0.04764101,0.054112256,0.063221514,0.05188355
